,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time*,Last Reported Time: 2:03 PM,2021-02-15 21:09:44.871513
1,4101 White Plains Road,No Wait Time*,Last Reported Time: 3:06 PM,2021-02-15 21:09:44.871513
2,57 Cleveland Place,0-30 Minutes*,Last Reported Time: 2:06 PM,2021-02-15 21:09:44.871513
3,Bay Ridge 5th Avenue,No Wait Time*,Last Reported Time: 10:06 AM,2021-02-15 21:09:44.871513
4,Beach 39th,No Wait Time,Last Reported Time: 4:01 PM,2021-02-15 21:09:44.871513
5,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-15 21:09:44.871513
6,Belvis Diagnostic & Tr...,Not Reported Yet,Last Reported Time:,2021-02-15 21:09:44.871513
7,Bensonhurst 14th Avenue,No Wait Time,Last Reported Time: 4:03 PM,2021-02-15 21:09:44.871513
8,Canarsie Municipal Lot,No Wait Time*,Last Reported Time: 3:50 PM,2021-02-15 21:09:44.871513
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-15 21:09:44.871513
10,Co-op City Retail Space,No Wait Time*,Last Reported Time: 3:00 PM,2021-02-15 21:09:44.871513
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-15 21:09:44.871513
12,CU Jonathan Williams C...,Not Reported Yet,Last Reported Time:,2021-02-15 21:09:44.871513
13,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-02-15 21:09:44.871513
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-15 21:09:44.871513
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-02-15 21:09:44.871513
16,Edward Grant,30-60 Minutes*,Last Reported Time: 3:33 PM,2021-02-15 21:09:44.871513
17,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-15 21:09:44.871513
18,EY East New York DTC,Not Reported Yet,Last Reported Time:,2021-02-15 21:09:44.871513
19,Fort Hamilton,No Wait Time,Last Reported Time: 3:19 PM,2021-02-15 21:09:44.871513
20,Gouverneur Healthcare,Not Reported Yet,Last Reported Time:,2021-02-15 21:09:44.871513
21,Greenbelt Recreational...,0-30 Minutes*,Last Reported Time: 2:14 PM,2021-02-15 21:09:44.871513
22,Harlem Hospital Center,Not Reported Yet,Last Reported Time:,2021-02-15 21:09:44.871513
23,Highbridge Pool,30-60 Minutes*,Last Reported Time: 2:44 PM,2021-02-15 21:09:44.871513
