,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,No Wait Time,Last Reported Time: 4:48 PM,2021-03-03 22:12:18.434586
1,4101 White Plains Road,No Wait Time,Last Reported Time: 4:33 PM,2021-03-03 22:12:18.434586
2,57 Cleveland Place,No Wait Time,Last Reported Time: 4:43 PM,2021-03-03 22:12:18.434586
3,Bay Ridge 5th Avenue,0-30 Minutes,Last Reported Time: 4:17 PM,2021-03-03 22:12:18.434586
4,Beach 39th,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
5,Bellevue Hospital Cent...,0-30 Minutes*,Last Reported Time: 2:01 PM,2021-03-03 22:12:18.434586
6,Belvis Diagnostic & Tr...,0-30 Minutes*,Last Reported Time: 1:46 PM,2021-03-03 22:12:18.434586
7,Bensonhurst 14th Avenue,No Wait Time,Last Reported Time: 4:45 PM,2021-03-03 22:12:18.434586
8,Canarsie Municipal Lot,No Wait Time*,Last Reported Time: 3:11 PM,2021-03-03 22:12:18.434586
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
10,Co-op City Retail Space,0-30 Minutes*,Last Reported Time: 3:19 PM,2021-03-03 22:12:18.434586
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
12,CU Homecrest,0-30 Minutes*,Last Reported Time: 2:40 PM,2021-03-03 22:12:18.434586
13,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 2:40 PM,2021-03-03 22:12:18.434586
14,CU Vanderbilt,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
15,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
16,Cumberland Dtc,No Wait Time*,Last Reported Time: 3:01 PM,2021-03-03 22:12:18.434586
17,Edward Grant,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
18,Elmhurst Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
19,EY East New York DTC,0-30 Minutes*,Last Reported Time: 2:14 PM,2021-03-03 22:12:18.434586
20,Fort Hamilton,No Wait Time,Last Reported Time: 4:04 PM,2021-03-03 22:12:18.434586
21,Gouverneur Healthcare,0-30 Minutes*,Last Reported Time: 11:26 AM,2021-03-03 22:12:18.434586
22,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
23,Harlem Hospital Center,0-30 Minutes*,Last Reported Time: 2:03 PM,2021-03-03 22:12:18.434586
24,Highbridge Pool,30-60 Minutes,Last Reported Time: 4:01 PM,2021-03-03 22:12:18.434586
25,Jacobi Medical Center,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
26,JFK Airport,0-30 Minutes,Last Reported Time: 4:26 PM,2021-03-03 22:12:18.434586
27,Kew Gardens,0-30 Minutes*,Last Reported Time: 2:54 PM,2021-03-03 22:12:18.434586
28,Kings County Hospital ...,0-30 Minutes*,Last Reported Time: 12:12 PM,2021-03-03 22:12:18.434586
29,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
30,Lefferts,0-30 Minutes*,Last Reported Time: 1:22 PM,2021-03-03 22:12:18.434586
31,Lincoln Medical Center,No Wait Time,Last Reported Time: 4:00 PM,2021-03-03 22:12:18.434586
32,Mariners Harbor Library,0-30 Minutes*,Last Reported Time: 9:46 AM,2021-03-03 22:12:18.434586
33,Metropolitan Hospital ...,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
34,Midwood,0-30 Minutes,Last Reported Time: 4:13 PM,2021-03-03 22:12:18.434586
35,Morrisania Diagnostic ...,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
36,North Central Bronx Ho...,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
37,Northern Boulevard,No Wait Time*,Last Reported Time: 2:10 PM,2021-03-03 22:12:18.434586
38,Old Broadway,No Wait Time*,Last Reported Time: 2:35 PM,2021-03-03 22:12:18.434586
39,Queens Hospital Center,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
40,Rain Boston Road Senio...,No Wait Time*,Last Reported Time: 3:42 PM,2021-03-03 22:12:18.434586
41,Red Hook Recreational ...,No Wait Time*,Last Reported Time: 3:20 PM,2021-03-03 22:12:18.434586
42,Sorrentino Recreationa...,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
43,St. Albans,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
44,St. George Ferry Termi...,0-30 Minutes,Last Reported Time: 4:55 PM,2021-03-03 22:12:18.434586
45,St. James Recreational...,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
46,Starret City,No Wait Time,Last Reported Time: 4:59 PM,2021-03-03 22:12:18.434586
47,SY Dyckman Lcdla,0-30 Minutes*,Last Reported Time: 2:00 PM,2021-03-03 22:12:18.434586
48,SY St. Nicholas Chc,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
49,Sydenham,0-30 Minutes*,Last Reported Time: 2:05 PM,2021-03-03 22:12:18.434586
50,Sydenham Health Center,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
51,Tremont Community Heal...,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
52,Windsor Park Library,30-60 Minutes,Last Reported Time: 4:04 PM,2021-03-03 22:12:18.434586
53,Woodhull Medical Center,Not Reported Yet,Last Reported Time:,2021-03-03 22:12:18.434586
54,Last Reported Time:,,,2021-03-03 22:12:18.434586
55,Last Reported Time:,,,2021-03-03 22:12:18.434586
56,,,,2021-03-03 22:12:18.434586
57,,,,2021-03-03 22:12:18.434586
58,,,,2021-03-03 22:12:18.434586
59,if you require urgent virtual care.,,,2021-03-03 22:12:18.434586
60,Do you want to speak with a medical provider? Visit ExpressCare.nyc or call 631-397-2273,,,2021-03-03 22:12:18.434586
61,,,,2021-03-03 22:12:18.434586
62,,,,2021-03-03 22:12:18.434586
63,,,,2021-03-03 22:12:18.434586
