,Location,Wait,Last Updated,Scrape Timestamp
0,196 Albany,Not Reported Yet,Last Reported Time:,2021-02-06 21:37:45.188929
1,4101 White Plains Road,Not Reported Yet,Last Reported Time:,2021-02-06 21:37:45.188929
2,57 Cleveland Place,No Wait Time*,Last Reported Time: 3:14 PM,2021-02-06 21:37:45.188929
3,Bay Ridge 5th Avenue,0-30 Minutes,Last Reported Time: 4:07 PM,2021-02-06 21:37:45.188929
4,Beach 39th,0-30 Minutes*,Last Reported Time: 2:30 PM,2021-02-06 21:37:45.188929
5,Bellevue Hospital Cent...,Not Reported Yet,Last Reported Time:,2021-02-06 21:37:45.188929
6,Belvis Diagnostic & Tr...,0-30 Minutes*,Last Reported Time: 12:02 PM,2021-02-06 21:37:45.188929
7,Bensonhurst 14th Avenue,No Wait Time,Last Reported Time: 4:02 PM,2021-02-06 21:37:45.188929
8,Canarsie Municipal Lot,Not Reported Yet,Last Reported Time:,2021-02-06 21:37:45.188929
9,CI Ida G Israel Chc,Not Reported Yet,Last Reported Time:,2021-02-06 21:37:45.188929
10,Co-op City Retail Space,30-60 Minutes,Last Reported Time: 4:17 PM,2021-02-06 21:37:45.188929
11,Coney Island Hospital ...,Not Reported Yet,Last Reported Time:,2021-02-06 21:37:45.188929
12,CU Jonathan Williams C...,0-30 Minutes*,Last Reported Time: 12:09 PM,2021-02-06 21:37:45.188929
13,CU Vanderbilt,No Wait Time*,Last Reported Time: 2:01 PM,2021-02-06 21:37:45.188929
14,CU Woodside Houses CHC,Not Reported Yet,Last Reported Time:,2021-02-06 21:37:45.188929
15,Cumberland Dtc,Not Reported Yet,Last Reported Time:,2021-02-06 21:37:45.188929
16,Edward Grant,Not Reported Yet,Last Reported Time:,2021-02-06 21:37:45.188929
17,Elmhurst Hospital Cent...,0-30 Minutes*,Last Reported Time: 10:13 AM,2021-02-06 21:37:45.188929
18,EY East New York DTC,No Wait Time*,Last Reported Time: 3:22 PM,2021-02-06 21:37:45.188929
19,Fort Hamilton,30-60 Minutes,Last Reported Time: 4:09 PM,2021-02-06 21:37:45.188929
20,Gouverneur Healthcare,30-60 Minutes*,Last Reported Time: 10:44 AM,2021-02-06 21:37:45.188929
21,Greenbelt Recreational...,Not Reported Yet,Last Reported Time:,2021-02-06 21:37:45.188929
22,Harlem Hospital Center,30-60 Minutes*,Last Reported Time: 3:45 PM,2021-02-06 21:37:45.188929
23,Highbridge Pool,0-30 Minutes*,Last Reported Time: 2:02 PM,2021-02-06 21:37:45.188929
24,Jacobi Medical Center,1.5-2 Hours*,Last Reported Time: 3:04 PM,2021-02-06 21:37:45.188929
25,JFK Airport,0-30 Minutes,Last Reported Time: 4:01 PM,2021-02-06 21:37:45.188929
26,Kew Gardens,30-60 Minutes*,Last Reported Time: 2:52 PM,2021-02-06 21:37:45.188929
27,Kings County Hospital ...,0-30 Minutes*,Last Reported Time: 1:58 PM,2021-02-06 21:37:45.188929
28,LaGuardia Airport,Not Reported Yet,Last Reported Time:,2021-02-06 21:37:45.188929
